id,order_status,total_price,order_paid,day,time,quantity,product_id,product_name,unit,mode_delivery,merchant_id,productImg
370,11,28,1,Tue,12:13:54 PM,1,161,Sotong goreng tepung,Pek,2,106,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/106-1602761996196.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201103%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201103T041208Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=6d15dd0ed1de27f4d0d75948b1c675f0ebdff61945433cabee6f0df04edc0aea\"""
371,4,38,0,Tue,9:03:37 PM,1,1763,Australian Meltique Striploin Bento,Unit,1,901,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/901-1603091131116.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201103%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201103T130026Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=227e10627a98f756e24c6a9885949f0f61fc1e7d87da47568a740d91cefa0fcd\"""
372,11,7,1,Tue,10:17:24 PM,1,4882,Kek Batik Melting,Unit,2,2179,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2179-1604412025722.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201103%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201103T141543Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=b0d087d58c6fff2069126b5240b0032679dad6fcdef36dc98b53cd4c3e67b93e\"""
373,3,6,0,Wed,12:49:12 PM,1,3605,Burger Ayam Special,Unit,1,1516,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1516-1603681120691.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T044652Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a6eba2b20779c42a1912399699ed3e09b976472bcd4ebe9dfe9b1343360713b8\"""
374,3,6,0,Wed,12:50:12 PM,1,3604,Burger Daging,Unit,1,1516,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1516-1603681225468.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T044829Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c651d895886da212bd839d58b4d7cae87eacf096bf0934ada28046182b880de6\"""
375,8,50,0,Wed,1:46:39 PM,2,4650,Daging Harimau Menangis from Hanythaikitchen,Pek,2,2098,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2098-1604284501039.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T054617Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d254290a7b9df08f1a5a6893551e71b61d7d9f9aaf25f1195acd0e08db441624\"""
376,8,10,0,Wed,3:08:48 PM,1,4951,Sup Tulang,Pek,2,2199,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2199-1604473590217.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T070807Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=cc5cb830f3764880f655a1c3faaca500d2226c3f55b7329de4ec8927b37cadc1\"""
377,11,10.4,1,Wed,5:14:20 PM,1,3603,Burger Ayam Crispy,Unit,1,1516,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1516-1603681172274.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T091239Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a524840b95fac20afd90567a468963a5c0bcd4f40d88e9fa503cd426ccd02016\"""
378,11,13.8,1,Wed,5:33:26 PM,1,3603,Burger Ayam Crispy,Unit,2,1516,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1516-1603681172274.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T093245Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=520ab7964655a5f34d50ab22e15445fbd3d668d8449c2aa480c07e1a0d0af468\"""
379,4,53,0,Wed,8:16:14 PM,1,4861,Farm Fresh Mixedberry,Unit,1,2167,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2167-1604396310992.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T121551Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=9428da5514a4011ffcbe4cdecbe460a4f7fd91c0e6261811036a2b5c9cd850b7\"""
380,11,15,1,Wed,8:20:19 PM,1,688,Homemade Meatballs,Pek,2,380,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/380-1602827260671.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201104%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201104T121933Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=588b48fe234a79a2423f70e8d4e5a956c7b6c2919ffa4a9f4371d6ba75dd89a0\"""
381,11,14,1,Thu,12:51:58 PM,2,3902,Banana Rolls ( Chocolate + Oreo),Unit,1,1853,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1853-1603808188089.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T045026Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=e5e54dde90e7a4006c77e680f61983053934ee89ecc7fbb2a84847ef51a38091\"""
383,11,5,1,Thu,3:51:59 PM,1,3315,SET A,Pek,2,1601,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1601-1603518475622.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T075144Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=4537dae9e202631e9153420462fd396c86d9177d0f79db794fafce90143fb9ce\"""
384,8,60,0,Thu,7:58:01 PM,1,2592,Salted Egg Chicken with Geprek Sambal,Pek,1,1284,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1284-1603285002583.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T114212Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d0815c2b7cc4cc255bdb7310c5d2dcb39e647904e41d5d64214962b729199bac\"""
385,8,50,0,Thu,8:01:47 PM,5,2592,Salted Egg Chicken with Geprek Sambal,Pek,1,1284,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1284-1603285002583.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T120054Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=585d68bb6788997960bba053c0ec85eb3f30c412b2a3ab9640cf480b5c28ea40\"""
386,8,50,0,Thu,8:03:44 PM,5,2592,Salted Egg Chicken with Geprek Sambal,Pek,1,1284,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1284-1603285002583.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T120308Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=eafe811f233bec78e833e965ff59b5f3434b6171a0f392768f9207ab39ef2c0c\"""
387,11,4,1,Thu,11:14:36 PM,1,4780,ROTI JOHN MINI AYAM/DAGING,Unit,2,2147,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2147-1604340460488.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T151355Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=9312d67c8931440eb8ae7e584b5297682a420d510f2c0d093032047bf75eab76\"""
388,11,7,1,Thu,11:18:53 PM,1,4788,ROTI JOHN PANJANG AYAM/DAGING,Unit,2,2147,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2147-1604341195850.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T151834Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=de22d8666378ccd8ec091fe4313414f0917eb84c4352c8954fb7c9d468824068\"""
389,11,26.5,1,Thu,11:41:33 PM,1,4780,ROTI JOHN MINI AYAM/DAGING,Unit,2,2147,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2147-1604340460488.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T153354Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=05b870042db9b65004edd6308248bae7c096493344e1e504bf79b377e3e20bfd\"""
390,11,9,1,Thu,11:45:21 PM,2,4794,BURGER SPECIAL AYAM/DAGING,Unit,2,2147,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2147-1604342871296.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T154504Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7824d166c70112300871b11b67c1b0d17f9191c3d5281faa7672f4700ec14114\"""
391,11,8.5,1,Fri,12:28:57 AM,1,4762,Nasi goreng Tom Yam,Pek,2,2145,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2145-1604338384173.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201105%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201105T162827Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7ab61387c802a88c8d693ef1a24804c67409cecd33ef2293fe2b621a6f301617\"""
392,11,15,1,Fri,11:06:56 AM,3,5127,Durian Shake Small,Unit,1,2255,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2255-1604585066692.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T030617Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=3dc2ca212eb8602e53eb5c0477a9ab5d6b19b76e7cb35395891aa6039a0907e0\"""
393,11,18,1,Fri,11:39:07 AM,1,3715,Brownies Cookies,Unit,1,1777,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1777-1603717435783.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T033838Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a2dd4bc8318f4038fa62574ced9a8ddc9ab9f367814fe7cac9ea31646b83523e\"""
394,3,13.9,0,Fri,12:32:45 PM,1,3149,Beef Classic (patty 160g) ?,Unit,1,1514,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1514-1603452823522.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T043223Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=d1a8d6d5323401013c47ce96d00d5a7cbadfff7090b8205c8262bba2fc256135\"""
395,4,15,0,Fri,12:47:18 PM,3,5057,Mee rebus,Pek,1,2231,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2231-1604542216025.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T044654Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=fc0b1448f4bcb1a0f51012a4f89bb5ab9937f7777f2186dec74a7aeec42d960c\"""
396,11,50,1,Fri,12:56:22 PM,1,5168,Sea salt pecan brownie,Unit,1,2262,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2262-1604625780929.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T045420Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=42070e470dc386c1bdbe7aa72bfcf00a37a748d955a5e567dce40eea405539e7\"""
397,4,12,0,Fri,1:42:35 PM,1,3457,Kuah rojak tradisional.,Unit,1,1655,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1655-1603554854302.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T054204Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=98145a17971dda99030945829fcfa9b61c4cadef8c54ce5128b10a0768c5a0e9\"""
398,4,69.5,0,Fri,2:22:25 PM,2,4562,Ayam Potong 12 (Kuning),Pek,1,2066,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2066-1604227960247.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T062119Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=6d7f3408632d5a6c3983b83f7a8e267b3fb7f2f62dc80bd5d4a10fa4ee811c39\"""
399,3,5,0,Fri,3:42:11 PM,1,3315,SET A,Pek,2,1601,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1601-1603518475622.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T074201Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=e570f900d4d04d27b61e0958d0db75d0aaf708c14fe76c36d605071398ba54b7\"""
400,4,33.8,0,Fri,3:53:56 PM,2,4392,SALTED EGG CHICKEN CHOP,Unit,1,1986,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1986-1604106490169.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T075311Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=367831e71aaebaa48d9df1197c6f44c91844f25195055280040874147bcd3bfc\"""
401,4,13.9,0,Fri,3:54:21 PM,1,4408,GRILLED CHICKEN CHOP,Unit,2,1986,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1986-1604113933184.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T075408Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7c0be480349c712b366a70f5c091106c8fadb8b98481596d5a6775e0e2a6d25a\"""
402,4,9.9,0,Fri,3:55:01 PM,1,4412,MACKEREL FISH BENTO,Unit,2,1986,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1986-1604115437214.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T075449Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=18aea1a312a3d13d6059a68f027d67ee82d9013631782b28f9727d21516f1f32\"""
403,4,13,0,Fri,3:59:17 PM,1,3738,Peneram Panas ?,Pek,1,1786,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1786-1603727780031.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T075845Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=fde4c3ae2b12c3b8701984cadb2b36c614498a6d979cb30c1a08eb0c91cfe8c2\"""
404,4,74.5,0,Fri,4:05:17 PM,3,4392,SALTED EGG CHICKEN CHOP,Unit,2,1986,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1986-1604106490169.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T080449Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a33ff76836cbbef9b33dbcb4f04c874b7030a2e4ced7587fcc7045468f738707\"""
405,4,12,0,Fri,6:01:42 PM,2,5082,Kek batik indulgence,Pek,1,2242,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2242-1604558016704.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T100117Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=8d83972714afe9d50bbdff5e0a048a1ebd191439f09b3ee3c5332640262b08ef\"""
406,11,39,1,Fri,7:42:55 PM,3,5100,Double Crispy Ayam DekMok,Unit,2,2247,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2247-1604568999667.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T114017Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=641e0502247622f9f74dda2c9a1f5a8e85ce2330c4cc09d250ac75aea8127918\"""
407,11,4,1,Fri,7:56:54 PM,1,5103,Burger Daging,Unit,2,2247,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2247-1604570590985.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T115438Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=584705ee9d9c2a3868893189109de623d1ec753ec93570944e03eb86d767995d\"""
408,11,5.9,1,Fri,9:01:26 PM,1,5099,Burger Ayam Crispy,Unit,2,2247,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2247-1604567963680.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T130104Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=5b5048881d7a2591d54a679406ce7bdd86988432bf06d3b6635c7d2609420bd9\"""
409,11,7,1,Fri,10:59:13 PM,1,5174,Kuah Rojak Mak Kite - Home Made,Unit,1,2264,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2264-1604647054669.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201106%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201106T145801Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=4bddd2d31ff641976a4d0903e01bad2ada144bd2fd8afdae9ccc703eba0b27a1\"""
410,11,20,1,Sat,9:45:29 AM,1,3744,BOX OF THREE,Pek,2,1787,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/1787-1603729448993.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201107%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201107T014454Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=9c688594ac7dbe8a17ef5b5594ccaf1464dc4ada635cd7f9c6f97c795385a172\"""
411,11,78,1,Sat,3:07:23 PM,2,586,Kambing Perap Makette,Pek,1,380,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/380-1602819594923.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201107%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201107T070638Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=e959e2b07a18f7af08e1a80b04a58b096d2404eb95e81b3102c0689d4c1a71c2\"""
412,11,30,1,Sat,6:42:49 PM,1,4993,Gyro Chicken Set - 2pax (Pre-Order for Saturdays),Unit,1,2215,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/2215-1604492908771.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201107%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201107T104218Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=8ac4773ab266a1e379aec3cce89fb33654285d8a421c74baf5177e94b38c149e\"""
413,8,33,0,Sat,8:21:45 PM,1,725,Set Nasi Kambing Bakar,Unit,2,428,"https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/428-1602829636835.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201107%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201107T122013Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c3cdb42aa1078435a74292e299e8e4bddbf6ff6f1d67dfdd11547576f3b25d3e\"""
